"city","city_development_index","gender","relevent_experience","enrolled_university","education_level","major_discipline","experience","company_size","company_type","last_new_job","training_hours","target"
"city_99",0.915,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"<10","Pvt Ltd","1",104,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"10000+","Pvt Ltd",NA,28,"0"
"city_16",0.91,"Male","Has relevent experience","Part time course","Graduate","STEM",NA,"100-500","Pvt Ltd",NA,9,"1"
"city_71",0.884,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"100-500","Pvt Ltd","1",14,"0"
"city_102",0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"50-99","Pvt Ltd",NA,67,"0"
"city_103",0.92,"Male","No relevent experience","Full time course","High School",NA,"7",NA,NA,"1",206,"0"
"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","2",NA,"Pvt Ltd","1",182,"1"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9",NA,"Pvt Ltd",NA,97,"0"
"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","5","100-500","Pvt Ltd","1",57,"0"
"city_28",0.939,NA,"Has relevent experience","Full time course","Masters","STEM",NA,"100-500","Funded Startup",NA,76,"0"
"city_21",0.624,"Other","Has relevent experience","no_enrollment","Masters","STEM",NA,NA,NA,NA,58,"0"
"city_103",0.92,"Male","Has relevent experience","Part time course","Graduate","STEM","3","50-99","Pvt Ltd","2",80,"0"
"city_138",0.836,"Male","Has relevent experience",NA,"Graduate","STEM","9",NA,"Pvt Ltd","1",166,"1"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree",NA,"500-999","Funded Startup",NA,22,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","100-500","Pvt Ltd","1",15,"0"
"city_21",0.624,"Female","Has relevent experience","no_enrollment","Masters","STEM","3","<10","Funded Startup","2",34,"1"
"city_90",0.698,"Male","No relevent experience","no_enrollment","Graduate","STEM","12",NA,NA,"1",146,"1"
"city_74",0.579,"Male","No relevent experience",NA,NA,NA,"2",NA,NA,"1",13,"0"
"city_114",0.926,NA,"Has relevent experience","no_enrollment","High School",NA,"5","<10","Funded Startup","2",210,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","<10","Pvt Ltd","1",120,"0"
"city_103",0.92,"Male","No relevent experience","no_enrollment","Primary School",NA,"6",NA,NA,NA,85,"0"
"city_40",0.776,NA,"Has relevent experience","no_enrollment","Masters","STEM","16","100-500","Pvt Ltd","4",21,"0"
"city_50",0.896,NA,"No relevent experience","no_enrollment","Graduate","STEM","16","50-99","Pvt Ltd",NA,100,"0"
"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","11","<10","Pvt Ltd","3",40,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","50-99","Funded Startup","2",29,"0"
"city_103",0.92,"Female","Has relevent experience","no_enrollment","Phd","STEM",NA,"100-500","Funded Startup","1",61,"0"
"city_21",0.624,NA,"Has relevent experience","no_enrollment","Graduate","STEM","5","500-999","Pvt Ltd","1",82,"0"
"city_24",0.698,"Male","Has relevent experience",NA,"Graduate","STEM","4",NA,NA,"1",106,"0"
"city_114",0.926,NA,"No relevent experience","Full time course","Graduate","STEM","4","10000+","NGO","1",68,"0"
"city_50",0.896,NA,"Has relevent experience","Full time course","Masters","STEM","8","1000-4999",NA,NA,97,"0"
"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","14","500-999","Pvt Ltd",NA,70,"0"
"city_21",0.624,NA,"Has relevent experience","no_enrollment","Graduate","STEM","3",NA,"Pvt Ltd","2",5,"1"
"city_16",0.91,"Male","No relevent experience","Full time course","High School",NA,"3","<10","Pvt Ltd","1",50,"0"
"city_75",0.939,"Male","No relevent experience","no_enrollment","Primary School",NA,"3",NA,NA,NA,23,"0"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Graduate","STEM","9","500-999","Funded Startup","1",304,"0"
"city_67",0.855,"Male","Has relevent experience","Part time course","High School",NA,"9","100-500","Pvt Ltd","1",50,"1"
"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"50-99","Pvt Ltd",NA,74,"0"
"city_16",0.91,"Male","No relevent experience","no_enrollment","High School",NA,"3",NA,NA,NA,306,"0"
"city_136",0.897,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,NA,NA,NA,35,"0"
"city_45",0.89,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"50-99","Pvt Ltd","1",35,"0"
"city_99",0.915,NA,"Has relevent experience","no_enrollment","Graduate","STEM","12","1000-4999","Pvt Ltd",NA,20,"0"
"city_21",0.624,NA,"No relevent experience","no_enrollment","Primary School",NA,NA,NA,NA,NA,15,"1"
"city_145",0.555,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4",NA,NA,NA,86,"0"
"city_100",0.887,NA,"No relevent experience","Full time course","High School",NA,"4",NA,NA,NA,10,"0"
"city_13",0.827,NA,"Has relevent experience","no_enrollment","Masters","STEM","10",NA,"Pvt Ltd",NA,108,"0"
"city_16",0.91,NA,"Has relevent experience","no_enrollment","Masters","STEM",NA,"10000+","Pvt Ltd","2",80,"0"
"city_83",0.923,"Male","Has relevent experience","no_enrollment","Graduate","STEM","1","50-99","Pvt Ltd","1",102,"0"
"city_116",0.743,"Male","Has relevent experience","no_enrollment","Graduate","STEM","17",NA,"Pvt Ltd","2",20,"0"
"city_103",0.92,"Male","No relevent experience","Full time course","Graduate","STEM","5",NA,"Other","1",5,"0"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Graduate","STEM",NA,NA,NA,NA,27,"1"
"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"100-500","Pvt Ltd","2",32,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"1000-4999","Pvt Ltd",NA,32,"0"
"city_28",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"10000+","Pvt Ltd",NA,91,"0"
"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","6","10000+","Pvt Ltd","3",6,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16","500-999","Pvt Ltd",NA,28,"0"
"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","7",NA,NA,NA,27,"1"
"city_46",0.762,"Male","No relevent experience","Full time course","Graduate","STEM","6",NA,NA,"1",46,"0"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","17","1000-4999","Pvt Ltd","1",134,"0"
"city_103",0.92,"Male","No relevent experience","no_enrollment","Phd","STEM","20","1000-4999","Public Sector","1",43,"1"
"city_21",0.624,NA,"Has relevent experience","no_enrollment","Graduate","STEM","5","<10","Pvt Ltd",NA,22,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","100-500","Public Sector","1",24,"0"
"city_97",0.925,"Male","No relevent experience","Full time course","Graduate","STEM","3",NA,NA,NA,16,"0"
"city_21",0.624,"Male","Has relevent experience","Full time course","Graduate","STEM","2","50-99","Pvt Ltd","2",68,"1"
"city_114",0.926,"Male","No relevent experience","Full time course","High School",NA,"5",NA,NA,"2",111,"0"
"city_61",0.913,"Male","Has relevent experience","no_enrollment","Graduate","Humanities","10","10000+","Pvt Ltd",NA,32,"0"
"city_114",0.926,NA,"Has relevent experience","no_enrollment","Graduate","STEM","17","50-99","Pvt Ltd","1",96,"0"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Graduate","STEM","4",NA,"Public Sector","1",48,"1"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"10000+","Pvt Ltd",NA,12,"0"
"city_71",0.884,"Male","No relevent experience","no_enrollment","Graduate","STEM","8","50-99","Pvt Ltd","2",18,"0"
"city_173",0.878,NA,"No relevent experience","no_enrollment","Masters","Business Degree","15","100-500","Pvt Ltd","1",36,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"1000-4999","Pvt Ltd","1",28,"0"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","10000+","Pvt Ltd","2",2,"1"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","Humanities","3","100-500","Pvt Ltd","3",61,"0"
"city_160",0.92,NA,"Has relevent experience","Full time course","Graduate","STEM","5","50-99","Pvt Ltd",NA,36,"0"
"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM","10","10000+","Pvt Ltd","1",21,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,NA,NA,"1",78,"1"
"city_114",0.926,"Male","No relevent experience",NA,"High School",NA,"8",NA,NA,NA,32,"0"
"city_54",0.856,NA,"Has relevent experience","no_enrollment","High School",NA,"3",NA,"Pvt Ltd","1",134,"0"
"city_159",0.843,"Male","No relevent experience","Full time course","Graduate","STEM","2",NA,"Pvt Ltd",NA,16,"0"
"city_21",0.624,NA,"Has relevent experience","Full time course",NA,NA,"2",NA,NA,"1",168,"1"
"city_21",0.624,"Female","Has relevent experience","no_enrollment","Masters","STEM","8","50-99","Pvt Ltd",NA,102,"1"
"city_61",0.913,"Male","Has relevent experience","Part time course","Graduate","STEM","8","<10","Pvt Ltd","1",48,"0"
"city_21",0.624,NA,"Has relevent experience","Full time course","Graduate","STEM","3","500-999","Pvt Ltd","1",38,"1"
"city_97",0.925,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","50-99","Pvt Ltd","1",35,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"50-99","Pvt Ltd",NA,326,"0"
"city_76",0.698,"Male","Has relevent experience","Part time course","Masters","STEM","10","50-99","Pvt Ltd","3",42,"0"
"city_80",0.847,"Male","Has relevent experience",NA,"Graduate","STEM","6","50-99","Public Sector","4",87,"0"
"city_76",0.698,"Male","No relevent experience","Full time course","Graduate","STEM","2",NA,NA,"1",107,"1"
"city_103",0.92,"Male","No relevent experience","no_enrollment","Graduate","Other","3",NA,"Pvt Ltd",NA,17,"0"
"city_160",0.92,"Male","No relevent experience","no_enrollment","Graduate","STEM","16","10000+",NA,"1",24,"0"
"city_159",0.843,"Male","Has relevent experience","Part time course","High School",NA,"5","500-999","Public Sector","3",65,"0"
"city_160",0.92,"Female","Has relevent experience","no_enrollment","Graduate","STEM","17","10000+","Pvt Ltd",NA,14,"0"
"city_103",0.92,NA,"Has relevent experience","Full time course","Masters","STEM","7",NA,NA,"1",38,"0"
"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Other","6","100-500","Pvt Ltd","1",6,"0"
"city_103",0.92,"Male","No relevent experience","Full time course","High School",NA,"6",NA,NA,"1",14,"0"
"city_104",0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","10000+","Pvt Ltd","4",22,"0"
"city_136",0.897,"Male","No relevent experience","Full time course","Graduate","STEM","4",NA,"Early Stage Startup","1",48,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"10000+","Pvt Ltd","2",105,"0"
"city_160",0.92,NA,"No relevent experience","Full time course","Graduate","STEM","4",NA,NA,"1",58,"0"
"city_114",0.926,NA,"No relevent experience","Full time course","High School",NA,"4","500-999","Public Sector","1",166,"0"
"city_74",0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Funded Startup","1",50,"1"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,NA,NA,"3",7,"1"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","10000+","Pvt Ltd","2",23,"0"
"city_165",0.903,"Male","Has relevent experience","no_enrollment","Graduate","STEM","19","50-99","Pvt Ltd","3",160,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Humanities",NA,"10000+","Pvt Ltd",NA,127,"0"
"city_114",0.926,NA,"Has relevent experience","Full time course","Masters","STEM","10",NA,"Public Sector",NA,31,"0"
"city_114",0.926,"Male","No relevent experience","Full time course","Graduate","STEM","6","10000+","Pvt Ltd","2",38,"0"
"city_50",0.896,"Male","No relevent experience","Full time course","Masters","Humanities",NA,NA,NA,"1",150,"0"
"city_104",0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8","500-999","Pvt Ltd","4",270,"0"
"city_100",0.887,NA,"No relevent experience","Full time course","Masters","STEM",NA,"10000+","Public Sector",NA,86,"0"
"city_114",0.926,"Male","Has relevent experience","no_enrollment","High School",NA,"11",NA,"Pvt Ltd","2",25,"1"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd",NA,20,"0"
"city_103",0.92,"Male","No relevent experience","Full time course","High School",NA,"4",NA,NA,NA,226,"0"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Graduate","STEM",NA,"100-500","Pvt Ltd",NA,13,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree","2","50-99","Other","1",8,"0"
"city_21",0.624,"Male","Has relevent experience","Full time course","Masters","STEM","7","1000-4999","Pvt Ltd","1",15,"1"
"city_90",0.698,NA,"Has relevent experience","Full time course","Graduate","STEM","3",NA,"Pvt Ltd","1",14,"0"
"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,NA,NA,NA,46,"0"
"city_7",0.647,"Male","No relevent experience","Full time course","Graduate","STEM","4",NA,NA,NA,133,"0"
"city_45",0.89,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","50-99","Pvt Ltd",NA,47,"0"
"city_21",0.624,NA,"No relevent experience","Full time course","Graduate","STEM","1",NA,NA,NA,50,"1"
"city_23",0.899,"Male","Has relevent experience","no_enrollment","High School",NA,"16","1000-4999","Pvt Ltd","1",52,"0"
"city_16",0.91,NA,"Has relevent experience","no_enrollment","Graduate","STEM","11",NA,"Pvt Ltd","1",56,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","1",312,"0"
"city_89",0.925,NA,"No relevent experience","no_enrollment","Masters","STEM","3",NA,NA,NA,97,"0"
"city_100",0.887,NA,"Has relevent experience","no_enrollment","High School",NA,"9","50-99","Pvt Ltd","2",3,"0"
"city_57",0.866,"Male","Has relevent experience","Full time course","Graduate","STEM","15","1000-4999","Pvt Ltd","1",24,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"10000+","Pvt Ltd","1",35,"0"
"city_116",0.743,NA,"Has relevent experience","no_enrollment","Graduate","No Major","7",NA,NA,NA,68,"1"
"city_114",0.926,"Male","Has relevent experience","Part time course","Graduate","STEM","6",NA,NA,NA,100,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"100-500","Funded Startup",NA,145,"0"
"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","1",240,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,NA,NA,"1",14,"1"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"10000+","Pvt Ltd","2",25,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","6",NA,NA,"2",55,"0"
"city_160",0.92,NA,"No relevent experience","no_enrollment","Primary School",NA,"4",NA,NA,NA,26,"0"
"city_160",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,NA,NA,"1",16,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","2","<10","Early Stage Startup",NA,11,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,NA,NA,NA,65,"1"
"city_136",0.897,"Male","No relevent experience","Full time course",NA,NA,"1",NA,NA,NA,53,"0"
"city_16",0.91,"Female","No relevent experience","Full time course","Graduate","STEM","4","<10","Early Stage Startup","1",34,"0"
"city_136",0.897,"Female","Has relevent experience","no_enrollment","Graduate","STEM","5","<10","Pvt Ltd",NA,133,"0"
"city_45",0.89,"Male","Has relevent experience","no_enrollment","High School",NA,"11",NA,NA,"2",50,"1"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","10000+","Pvt Ltd","1",7,"1"
"city_21",0.624,"Male","No relevent experience","Full time course","Graduate","STEM","4",NA,NA,NA,39,"1"
"city_36",0.893,"Female","No relevent experience","Full time course","High School",NA,"3","50-99","Public Sector","1",146,"0"
"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","50-99","Pvt Ltd","1",24,"0"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4",NA,NA,"1",76,"0"
"city_46",0.762,NA,"No relevent experience","no_enrollment","Masters","Humanities","1","10000+",NA,NA,30,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","7",NA,NA,"2",57,"0"
"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"50-99","Pvt Ltd","1",95,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","500-999","Pvt Ltd","2",20,"0"
"city_102",0.804,"Male","Has relevent experience","no_enrollment","Graduate","STEM","8",NA,NA,"1",34,"0"
"city_103",0.92,NA,"No relevent experience","Full time course","Graduate","STEM","6",NA,NA,"1",46,"1"
"city_28",0.939,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","10000+","Pvt Ltd","4",22,"0"
"city_173",0.878,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,NA,NA,NA,29,"0"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Graduate","STEM","19","50-99","Pvt Ltd","2",37,"0"
"city_162",0.767,"Male","Has relevent experience","no_enrollment","High School",NA,"1","<10","Pvt Ltd",NA,41,"0"
"city_83",0.923,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","1000-4999","Pvt Ltd","3",330,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"1000-4999","Public Sector","1",139,"0"
"city_104",0.924,"Male","No relevent experience",NA,NA,NA,NA,NA,NA,NA,21,"0"
"city_123",0.738,"Male","No relevent experience","no_enrollment","Graduate","STEM","2",NA,NA,NA,51,"1"
"city_28",0.939,NA,"Has relevent experience","no_enrollment","Graduate","STEM",NA,"50-99","Pvt Ltd",NA,118,"0"
"city_162",0.767,"Male","No relevent experience","Full time course","Graduate","Other","3",NA,NA,NA,222,"0"
"city_73",0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM","10",NA,NA,NA,23,"1"
"city_61",0.913,NA,"No relevent experience",NA,NA,NA,"3",NA,NA,NA,19,"1"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","12","50-99","Pvt Ltd","4",52,"0"
"city_102",0.804,NA,"Has relevent experience","no_enrollment","Masters","STEM","12","500-999","Pvt Ltd","2",58,"0"
"city_103",0.92,NA,"No relevent experience","Full time course","Graduate","STEM",NA,"500-999","Pvt Ltd",NA,54,"1"
"city_65",0.802,"Male","Has relevent experience","Full time course","High School",NA,"4","1000-4999","Pvt Ltd","1",27,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"10000+","Pvt Ltd",NA,46,"0"
"city_74",0.579,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","100-500","Pvt Ltd","1",20,"0"
"city_21",0.624,"Male","No relevent experience","Full time course","High School",NA,"11",NA,NA,NA,50,"1"
"city_136",0.897,"Male","Has relevent experience","no_enrollment","Masters","STEM","6",NA,NA,"2",23,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","1000-4999","Pvt Ltd",NA,22,"0"
"city_50",0.896,"Male","Has relevent experience","no_enrollment","Graduate","STEM","11",NA,"Pvt Ltd","1",109,"0"
"city_160",0.92,"Male","No relevent experience","Full time course","High School",NA,"5",NA,NA,"1",60,"0"
"city_103",0.92,NA,"No relevent experience","no_enrollment","Graduate","STEM","6","1000-4999","Public Sector","1",5,"0"
"city_36",0.893,"Male","Has relevent experience","no_enrollment","Masters","STEM","9","50-99","Pvt Ltd",NA,29,"0"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","100-500","Pvt Ltd","1",76,"0"
"city_160",0.92,"Male","No relevent experience","no_enrollment","Graduate","Other","15",NA,NA,"1",72,"1"
"city_160",0.92,"Male","Has relevent experience","Full time course","Graduate","STEM","7",NA,NA,"1",42,"1"
"city_21",0.624,NA,"No relevent experience","Full time course","Graduate","STEM","1","100-500","Pvt Ltd","1",162,"1"
"city_65",0.802,NA,"Has relevent experience","no_enrollment","Phd","STEM",NA,"100-500","Pvt Ltd",NA,47,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM","6","1000-4999","Pvt Ltd","1",46,"0"
"city_21",0.624,NA,"No relevent experience","Full time course","High School",NA,"2",NA,NA,NA,8,"1"
"city_136",0.897,NA,"No relevent experience","Full time course","Graduate","STEM","2","500-999","Pvt Ltd","1",9,"0"
"city_104",0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM","18",NA,"Pvt Ltd",NA,51,"0"
"city_114",0.926,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"50-99","Pvt Ltd",NA,3,"0"
"city_73",0.754,"Male","Has relevent experience","no_enrollment","Graduate","STEM","16",NA,NA,"2",11,"0"
"city_114",0.926,"Male","No relevent experience","no_enrollment","Masters","STEM","19","10000+","Pvt Ltd",NA,44,"0"
"city_103",0.92,NA,"Has relevent experience","no_enrollment","Graduate","STEM",NA,"1000-4999","Public Sector",NA,9,"0"
"city_128",0.527,NA,"No relevent experience","Full time course","Graduate","STEM",NA,NA,NA,"1",12,"1"
"city_16",0.91,"Male","Has relevent experience","Part time course","Graduate","STEM","3","10000+","Pvt Ltd",NA,129,"0"
"city_114",0.926,"Male","No relevent experience",NA,"High School",NA,"9","50-99","Pvt Ltd",NA,46,"0"
"city_98",0.949,"Male","Has relevent experience","no_enrollment","High School",NA,"15","100-500","Pvt Ltd",NA,26,"0"
"city_73",0.754,"Male","No relevent experience","Full time course","Graduate","STEM","5",NA,NA,NA,13,"0"
"city_57",0.866,"Male","Has relevent experience","no_enrollment","Phd","STEM",NA,"50-99",NA,"2",108,"0"
"city_104",0.924,"Male","Has relevent experience","no_enrollment","Phd","Other",NA,"10000+","Pvt Ltd",NA,12,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","7","10000+","Pvt Ltd","2",144,"0"
"city_180",0.698,"Male","Has relevent experience","no_enrollment","Graduate","Other","15",NA,NA,NA,31,"1"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","3","50-99","Pvt Ltd",NA,70,"0"
"city_104",0.924,"Male","Has relevent experience","no_enrollment","Graduate","STEM","5","50-99","Pvt Ltd","1",39,"0"
"city_61",0.913,"Male","No relevent experience","Full time course","High School",NA,"3",NA,NA,NA,97,"0"
"city_114",0.926,"Male","No relevent experience","no_enrollment",NA,NA,"9",NA,NA,NA,30,"1"
"city_114",0.926,NA,"No relevent experience","no_enrollment","Phd","Humanities",NA,NA,NA,"1",48,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","Humanities",NA,"100-500","Pvt Ltd",NA,34,"0"
"city_114",0.926,"Male","No relevent experience","Full time course","High School",NA,"4",NA,NA,"1",39,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","1000-4999","Pvt Ltd","1",58,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"10000+","Pvt Ltd","2",49,"1"
"city_16",0.91,"Male","No relevent experience","Full time course","Graduate","STEM","2",NA,NA,"1",82,"0"
"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","100-500","Pvt Ltd","2",66,"0"
"city_14",0.698,NA,"Has relevent experience","no_enrollment","Graduate","STEM","4","100-500","Pvt Ltd",NA,44,"0"
"city_11",0.55,"Male","Has relevent experience","no_enrollment","Graduate","STEM","4","50-99","Funded Startup","2",30,"1"
"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM","10","100-500","Pvt Ltd","1",42,"0"
"city_99",0.915,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","<10","Funded Startup","1",6,"0"
"city_102",0.804,"Male","Has relevent experience","Full time course",NA,NA,"11","100-500","Pvt Ltd","2",125,"0"
"city_104",0.924,NA,"Has relevent experience","no_enrollment","Graduate","STEM","3","50-99","Pvt Ltd","1",156,"0"
"city_114",0.926,NA,"Has relevent experience","no_enrollment","Graduate","STEM","16","100-500","Pvt Ltd",NA,4,"0"
"city_46",0.762,"Male","Has relevent experience","no_enrollment","Masters","STEM","14","1000-4999",NA,"4",112,"0"
"city_28",0.939,"Male","No relevent experience","Full time course","High School",NA,"7",NA,NA,NA,12,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"<10","Pvt Ltd",NA,23,"0"
"city_77",0.83,"Male","Has relevent experience","no_enrollment","Masters","STEM","11",NA,"Funded Startup","2",116,"0"
"city_61",0.913,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"50-99","Funded Startup","1",82,"0"
"city_116",0.743,NA,"Has relevent experience","no_enrollment","Graduate","STEM","9",NA,NA,"2",98,"0"
"city_16",0.91,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","10000+","Pvt Ltd","1",32,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","Arts","5","100-500","Pvt Ltd","1",39,"0"
"city_126",0.479,NA,"No relevent experience","no_enrollment",NA,NA,NA,NA,NA,"2",26,"1"
"city_103",0.92,"Male","No relevent experience","no_enrollment","High School",NA,"3",NA,NA,NA,24,"0"
"city_117",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM","14","50-99","Pvt Ltd","1",154,"0"
"city_71",0.884,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"50-99","Pvt Ltd","2",48,"0"
"city_21",0.624,NA,"Has relevent experience","Full time course","Graduate","STEM","5","50-99","Early Stage Startup","1",164,"1"
"city_160",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,NA,NA,NA,64,"1"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM","6","<10","Pvt Ltd","1",38,"0"
"city_21",0.624,"Male","Has relevent experience","no_enrollment","Graduate","STEM","9","50-99","Funded Startup",NA,23,"0"
"city_90",0.698,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"100-500","Pvt Ltd",NA,51,"0"
"city_21",0.624,NA,"Has relevent experience","no_enrollment","Masters","STEM","9","1000-4999","Pvt Ltd",NA,10,"0"
"city_69",0.856,NA,"Has relevent experience","no_enrollment","High School",NA,NA,"100-500","Pvt Ltd",NA,35,"1"
"city_64",0.666,"Female","No relevent experience","no_enrollment","Phd","STEM","5","<10","NGO","1",18,"0"
"city_103",0.92,"Female","Has relevent experience","no_enrollment","Masters","STEM","16","1000-4999","Public Sector","1",292,"0"
"city_103",0.92,"Male","Has relevent experience","no_enrollment","Graduate","STEM",NA,"50-99","Pvt Ltd","2",8,"0"
"city_114",0.926,"Male","Has relevent experience","no_enrollment","Masters","STEM",NA,"5000-9999","Pvt Ltd","1",61,"0"
"city_114",0.926,NA,"No relevent experience","Full time course","Graduate","Business Degree",NA,"100-500","Pvt Ltd","1",61,"0"
"city_144",0.84,"Male","Has relevent experience","no_enrollment","Graduate","Business Degree","13","100-500","Public Sector","2",48,"0"
